claimID,date,amountClaimed
CL-002624,2024-05-01,11027
CL-002625,2025-06-25,5200
CL-002626,2024-11-05,4683
CL-002627,2024-01-14,21636
CL-002628,2024-01-20,21308
CL-002629,2024-12-22,1910
CL-002630,2024-12-14,6072
CL-002631,2025-05-29,4511
CL-002632,2025-06-04,4066
CL-002633,2025-06-02,14694
CL-002634,2025-05-23,35246
CL-002635,2024-02-19,13510
CL-002636,2025-09-04,12625
CL-002637,2025-04-09,10223
CL-002638,2025-02-04,1616
CL-002639,2025-08-21,4224
CL-002640,2025-10-23,4294
CL-002641,2025-09-20,5689
CL-002642,2025-02-07,1721
CL-002643,2024-06-24,6862
CL-002644,2025-09-22,2659
CL-002645,2024-12-23,12800
CL-002646,2025-12-02,12988
CL-002647,2024-09-02,7957
CL-002648,2024-06-13,6339
CL-002649,2024-04-19,9466
CL-002650,2025-01-22,55242
CL-002651,2024-03-05,4326
CL-002652,2025-08-02,21289
CL-002653,2025-09-27,4692
CL-002654,2024-05-25,32263
CL-002655,2025-08-28,8246
CL-002656,2024-02-06,37789
CL-002657,2024-10-27,14628
CL-002658,2025-03-20,8516
CL-002659,2025-12-12,6947
CL-002660,2024-03-03,10272
CL-002661,2024-03-17,12316
CL-002662,2025-05-27,12581
CL-002663,2025-11-07,14431
CL-002664,2024-12-17,48031
CL-002665,2025-09-05,2155
CL-002666,2025-06-26,7683
CL-002667,2024-09-28,875
CL-002668,2024-05-09,4883
CL-002669,2025-08-11,4202
CL-002670,2025-09-12,3931
CL-002671,2025-08-22,9470
CL-002672,2025-03-22,2259
CL-002673,2024-10-27,12065
CL-002674,2025-09-03,8909
CL-002675,2024-02-13,9840
CL-002676,2025-03-31,4031
CL-002677,2024-12-23,12473
CL-002678,2024-06-02,1354
CL-002679,2025-02-14,6976
CL-002680,2024-05-27,34905
CL-002681,2024-01-27,4309
CL-002682,2024-06-01,13601
CL-002683,2024-10-10,5573
CL-002684,2025-10-20,4110
CL-002685,2025-01-20,13415
CL-002686,2025-08-25,6761
CL-002687,2025-12-16,11616
CL-002688,2025-04-29,2551
CL-002689,2025-12-24,10756
CL-002690,2024-02-22,36631
CL-002691,2025-06-13,46509
CL-002692,2025-11-16,2241
CL-002693,2025-06-23,32360
CL-002694,2024-08-10,7091
CL-002695,2024-01-09,7446
CL-002696,2024-02-13,48819
CL-002697,2024-11-01,11126
CL-002698,2025-04-21,25454
CL-002699,2024-04-04,9723
CL-002700,2025-09-05,12975
CL-002701,2024-02-25,12875
CL-002702,2024-04-11,37459
CL-002703,2025-09-09,12739
CL-002704,2025-08-01,2165
CL-002705,2024-10-18,14013
CL-002706,2025-12-28,13612
CL-002707,2024-01-02,1425
CL-002708,2025-09-03,9887
CL-002709,2024-05-25,42384
CL-002710,2024-02-07,4210
CL-002711,2024-02-17,9989
CL-002712,2025-04-05,10619
CL-002713,2025-03-25,5776
CL-002714,2024-01-30,6891
CL-002715,2024-01-31,1974
CL-002716,2024-11-23,12251
CL-002717,2024-03-28,8810
CL-002718,2024-08-30,11910
CL-002719,2025-05-24,3105
CL-002720,2025-12-11,11833
CL-002721,2025-06-05,10917
CL-002722,2024-03-18,59050
CL-002723,2025-04-06,1171
CL-002724,2024-01-07,9455
CL-002725,2025-10-01,3637
CL-002726,2025-01-28,10930
CL-002727,2025-01-23,5242
CL-002728,2024-11-02,4037
CL-002729,2025-10-05,13099
CL-002730,2024-10-28,37912
CL-002731,2025-02-06,36206
CL-002732,2025-04-24,2137
CL-002733,2025-02-06,2003
CL-002734,2024-04-30,3797
CL-002735,2024-03-26,1419
CL-002736,2025-11-28,14473
CL-002737,2024-10-20,6772
CL-002738,2025-02-09,10383
CL-002739,2024-11-11,12179
CL-002740,2025-06-07,13848
CL-002741,2024-10-31,14957
CL-002742,2024-11-24,5096
CL-002743,2025-08-13,8871
CL-002744,2025-07-19,11360
CL-002745,2024-12-30,1546
CL-002746,2024-07-15,4652
CL-002747,2024-09-10,52761
CL-002748,2025-01-01,5871
CL-002749,2024-04-02,8938
CL-002750,2025-02-04,4710
CL-002751,2025-12-27,57062
CL-002752,2025-10-13,2290
CL-002753,2024-03-16,11832
CL-002754,2025-05-03,11013
CL-002755,2025-04-17,21953
CL-002756,2024-04-18,30243
CL-002757,2024-07-25,8746
CL-002758,2024-10-26,6394
CL-002759,2024-05-23,1584
CL-002760,2025-06-11,12817
CL-002761,2025-10-30,4327
CL-002762,2024-07-05,12377
CL-002763,2025-09-05,12401
CL-002764,2024-12-06,2749
CL-002765,2024-11-18,13899
CL-002766,2025-04-17,3228
CL-002767,2024-03-13,8735
CL-002768,2025-04-04,3055
CL-002769,2025-03-17,11484
CL-002770,2024-04-08,47947
CL-002771,2024-03-29,2408
CL-002772,2025-08-18,11332
CL-002773,2025-03-19,44098
CL-002774,2024-10-09,6902
CL-002775,2024-02-10,11782
CL-002776,2025-11-12,12268
CL-002777,2025-12-15,6631
CL-002778,2024-03-14,10834
CL-002779,2025-05-23,5406
CL-002780,2025-11-02,5506
CL-002781,2024-03-18,14929
CL-002782,2024-11-23,6370
CL-002783,2024-09-12,3719
CL-002784,2024-11-06,6872
CL-002785,2025-07-09,828
CL-002786,2025-09-18,6739
CL-002787,2024-01-29,4662
CL-002788,2024-11-19,9201
CL-002789,2024-05-23,13893
CL-002790,2025-07-18,3213
CL-002791,2024-10-11,9913
CL-002792,2024-09-25,3461
CL-002793,2025-05-03,4833
CL-002794,2024-12-06,1962
CL-002795,2024-06-24,2045
CL-002796,2025-10-19,14032
CL-002797,2025-05-20,7630
CL-002798,2024-08-11,14192
CL-002799,2024-09-24,29200
CL-002800,2024-11-26,9679
CL-002801,2025-04-21,8007
CL-002802,2025-06-19,8318
CL-002803,2025-07-22,8253
CL-002804,2024-04-08,9982
CL-002805,2025-01-19,22344
CL-002806,2025-08-15,5922
CL-002807,2024-06-09,6938
CL-002808,2024-11-17,5275
CL-002809,2025-10-04,5980
CL-002810,2025-04-15,5064
CL-002811,2024-06-07,13164
CL-002812,2024-07-28,5541
CL-002813,2025-01-05,12676
CL-002814,2025-02-01,7702
CL-002815,2025-02-09,11820
CL-002816,2025-07-08,13736
CL-002817,2025-09-13,10148
CL-002818,2024-11-07,3491
CL-002819,2024-09-24,11763
CL-002820,2024-08-27,12364
CL-002821,2024-09-24,11867
CL-002822,2024-09-17,6753
CL-002823,2025-06-26,1166
CL-002824,2024-07-15,2502
CL-002825,2025-12-20,5632
CL-002826,2025-08-22,6625
CL-002827,2024-07-08,4130
CL-002828,2024-03-21,11347
CL-002829,2025-12-28,4505
CL-002830,2025-12-01,6182
CL-002831,2025-11-29,14389
CL-002832,2025-03-04,1540
CL-002833,2025-07-30,2169
CL-002834,2025-10-01,13910
CL-002835,2025-05-11,10579
CL-002836,2024-01-07,1042
CL-002837,2025-03-06,28367
CL-002838,2024-11-18,6886
CL-002839,2024-10-12,1469
CL-002840,2024-09-03,3657
CL-002841,2025-02-07,2117
CL-002842,2024-10-27,8960
CL-002843,2024-12-14,59463
CL-002844,2024-11-20,5151
CL-002845,2024-09-04,7697
CL-002846,2024-08-13,1584
CL-002847,2025-11-23,6264
CL-002848,2025-04-07,2355
CL-002849,2024-04-28,33561
CL-002850,2025-05-04,10839
CL-002851,2024-03-10,7330
CL-002852,2024-12-17,10138
CL-002853,2025-03-07,8807
CL-002854,2024-10-28,35104
CL-002855,2024-05-18,1869
CL-002856,2025-09-27,10364
CL-002857,2025-04-26,4994
CL-002858,2025-07-17,13385
CL-002859,2024-06-27,9236
CL-002860,2024-04-06,12246
CL-002861,2025-02-03,4232
CL-002862,2025-12-29,1253
CL-002863,2025-03-04,4670
CL-002864,2024-07-18,7449
CL-002865,2024-03-02,4756
CL-002866,2024-02-10,4877
CL-002867,2025-01-17,3346
CL-002868,2025-10-02,13123
CL-002869,2024-05-14,48005
CL-002870,2025-01-06,3090
CL-002871,2025-10-28,6125
CL-002872,2024-09-26,2773
CL-002873,2024-04-14,11668
CL-002874,2025-05-01,1846
CL-002875,2024-05-06,34469
CL-002876,2025-08-01,9491
CL-002877,2025-06-26,39220
CL-002878,2025-12-16,9174
CL-002879,2025-12-29,9156
CL-002880,2024-03-06,1372
CL-002881,2024-02-12,864
CL-002882,2024-06-14,7020
CL-002883,2024-08-27,5977
CL-002884,2025-11-08,1526
CL-002885,2024-10-21,11792
CL-002886,2024-09-20,5360
CL-002887,2025-01-27,6979
CL-002888,2024-01-07,40171
CL-002889,2025-09-08,14255
CL-002890,2025-01-31,14226
CL-002891,2024-02-01,4444
CL-002892,2025-02-27,12899
CL-002893,2024-02-10,58025
CL-002894,2025-02-06,956
CL-002895,2025-01-23,13679
CL-002896,2024-07-29,3343
CL-002897,2024-06-21,11780
CL-002898,2025-06-09,12047
CL-002899,2025-01-23,11298
CL-002900,2025-12-09,1962
CL-002901,2024-04-12,3766
CL-002902,2025-09-08,4063
CL-002903,2024-07-23,1264
CL-002904,2025-04-21,10252
CL-002905,2024-10-27,13879
CL-002906,2024-05-14,6185
CL-002907,2025-06-14,33280
CL-002908,2024-09-29,12861
CL-002909,2024-04-25,33677
CL-002910,2025-09-09,33678
CL-002911,2025-04-03,8886
CL-002912,2025-03-15,10374
CL-002913,2024-01-02,2010
CL-002914,2025-08-21,12471
CL-002915,2024-12-09,11509
CL-002916,2025-12-04,10123
CL-002917,2024-11-08,10227
CL-002918,2025-05-25,12078
CL-002919,2024-08-18,11679
CL-002920,2024-02-23,8211
CL-002921,2024-12-28,12880
CL-002922,2025-08-18,4196
CL-002923,2024-10-17,10966
CL-002924,2024-12-10,14610
CL-002925,2025-02-05,8281
CL-002926,2025-09-25,4688
CL-002927,2025-05-17,12382
CL-002928,2024-07-14,26562
CL-002929,2025-02-15,1223
CL-002930,2024-01-20,6906
CL-002931,2025-06-28,10389
CL-002932,2025-02-13,3718
CL-002933,2025-09-12,8536
CL-002934,2024-03-08,9719
CL-002935,2025-01-01,13042
CL-002936,2024-07-12,20285
CL-002937,2025-05-30,6802
CL-002938,2024-08-03,13351
CL-002939,2025-09-13,5505
CL-002940,2024-06-09,5901
CL-002941,2024-09-25,26478
CL-002942,2025-08-23,9324
CL-002943,2025-12-17,2408
CL-002944,2025-04-15,10568
CL-002945,2025-04-30,3669
CL-002946,2024-01-27,7965
CL-002947,2024-10-28,7648
CL-002948,2024-04-19,1956
CL-002949,2024-02-08,2555
CL-002950,2024-01-06,5492
CL-002951,2024-11-05,46430
CL-002952,2025-09-19,14030
CL-002953,2024-10-15,37453
CL-002954,2025-07-19,10190
CL-002955,2025-07-21,10714
CL-002956,2025-05-12,11178
CL-002957,2024-10-29,11206
CL-002958,2025-03-29,8190
CL-002959,2025-12-30,13680
CL-002960,2024-03-09,5604
CL-002961,2025-01-20,40229
CL-002962,2025-06-24,54950
CL-002963,2024-12-02,13496
CL-002964,2025-08-14,13123
CL-002965,2025-05-02,3554
CL-002966,2025-02-11,1613
CL-002967,2024-10-18,5577
CL-002968,2024-08-02,13149
CL-002969,2024-01-22,4956
CL-002970,2025-04-05,6865
CL-002971,2025-10-15,7991
CL-002972,2025-09-10,3251
CL-002973,2024-09-30,815
CL-002974,2025-12-17,14378
CL-002975,2024-06-14,11219
CL-002976,2024-09-08,14231
CL-002977,2025-11-11,1828
CL-002978,2025-06-03,10922
CL-002979,2025-03-19,3656
CL-002980,2025-11-29,2722
CL-002981,2024-12-14,13067
CL-002982,2025-10-07,4133
CL-002983,2024-02-08,5150
CL-002984,2025-06-16,6095
CL-002985,2025-02-06,12683
CL-002986,2025-08-12,11499
CL-002987,2024-04-12,12719
CL-002988,2024-09-22,35220
CL-002989,2024-07-07,13821
CL-002990,2024-03-25,11001
CL-002991,2024-08-20,31776
CL-002992,2025-11-17,7819
CL-002993,2025-09-17,57179
CL-002994,2025-11-18,14758
CL-002995,2025-08-18,12714
CL-002996,2024-02-15,3567
CL-002997,2025-05-05,45761
CL-002998,2024-04-07,14754
CL-002999,2024-08-17,5259
CL-003000,2024-09-11,13232
CL-003001,2024-10-30,12465
CL-003002,2025-05-28,8153
CL-003003,2025-02-25,54303
CL-003004,2025-05-03,7024
CL-003005,2024-08-31,1214
CL-003006,2024-10-22,56572
CL-003007,2025-10-11,2523
CL-003008,2025-06-26,12027
CL-003009,2025-10-01,10476
CL-003010,2024-12-28,7670
CL-003011,2024-04-07,2095
CL-003012,2025-12-12,41343
CL-003013,2024-11-06,7691
CL-003014,2024-08-19,46494
CL-003015,2024-02-05,4588
CL-003016,2025-03-02,13766
CL-003017,2025-09-24,14546
CL-003018,2024-12-12,14037
CL-003019,2024-02-01,10405
CL-003020,2025-08-12,14209
CL-003021,2024-03-23,35222
CL-003022,2025-11-21,10711
CL-003023,2025-10-16,8877
CL-003024,2024-03-15,4064
CL-003025,2024-05-15,6590
CL-003026,2024-12-17,12567
CL-003027,2024-09-30,2174
CL-003028,2025-01-14,14321
CL-003029,2025-10-23,4595
CL-003030,2024-10-08,10066
CL-003031,2025-09-14,8448
CL-003032,2025-06-22,12959
CL-003033,2025-07-08,11402
CL-003034,2025-07-14,11789
CL-003035,2024-12-22,1726
CL-003036,2025-07-17,4077
CL-003037,2025-12-25,12113
CL-003038,2024-06-20,12118
CL-003039,2024-04-28,9368
CL-003040,2024-12-03,9249
CL-003041,2025-03-21,13013
CL-003042,2024-09-19,12038
CL-003043,2025-10-15,12862
CL-003044,2025-08-21,12935
CL-003045,2025-11-30,7107
CL-003046,2024-07-11,4995
CL-003047,2025-02-06,58570
CL-003048,2024-08-13,10784
CL-003049,2025-05-15,3693
CL-003050,2025-09-16,4297
CL-003051,2024-02-18,974
CL-003052,2025-04-04,10148
CL-003053,2024-09-08,49925
CL-003054,2024-07-26,5694
CL-003055,2024-03-11,5407
CL-003056,2025-09-14,11988
CL-003057,2024-09-29,11557
CL-003058,2024-08-31,838
CL-003059,2024-09-24,1185
CL-003060,2025-06-20,3363
CL-003061,2025-04-14,3295
CL-003062,2025-10-25,9094
CL-003063,2025-11-01,12005
CL-003064,2025-04-02,36719
CL-003065,2025-01-01,14899
CL-003066,2025-05-17,11100
CL-003067,2024-03-15,9536
CL-003068,2025-02-24,10257
CL-003069,2024-03-17,14154
CL-003070,2024-12-26,8359
CL-003071,2025-03-05,2216
CL-003072,2024-06-14,3357
CL-003073,2024-11-08,12990
CL-003074,2024-06-06,7141
CL-003075,2024-06-22,13361
CL-003076,2025-11-12,3324
CL-003077,2024-03-16,14558
CL-003078,2024-05-20,10217
CL-003079,2025-11-17,8440
CL-003080,2025-11-12,12932
CL-003081,2024-10-05,12887
CL-003082,2025-01-07,4809
CL-003083,2024-12-16,10079
CL-003084,2024-05-09,9588
CL-003085,2024-02-07,3674
CL-003086,2024-03-12,41638
CL-003087,2025-11-21,12986
CL-003088,2025-08-14,4094
CL-003089,2024-09-04,12774
CL-003090,2025-04-05,1635
CL-003091,2025-07-12,2037
CL-003092,2024-07-21,1983
CL-003093,2024-05-06,14394
CL-003094,2025-09-03,8713
CL-003095,2024-01-11,36590
CL-003096,2024-04-19,8458
CL-003097,2025-07-26,6782
CL-003098,2024-02-15,2593
CL-003099,2025-01-03,11618
CL-003100,2024-09-21,14704
CL-003101,2025-12-23,14052
CL-003102,2024-04-30,4144
CL-003103,2025-06-15,32775
CL-003104,2025-03-16,21814
CL-003105,2025-02-03,6831
CL-003106,2024-11-19,14574
CL-003107,2024-09-25,10790
CL-003108,2025-01-15,48868
CL-003109,2024-05-09,11541
CL-003110,2025-11-02,40581
CL-003111,2025-02-20,10476
CL-003112,2024-03-25,57472
CL-003113,2024-08-08,8429
CL-003114,2025-06-09,11800
CL-003115,2025-04-16,11300
CL-003116,2024-03-13,13781
CL-003117,2025-10-30,4731
CL-003118,2024-08-26,9480
CL-003119,2024-11-08,14278
CL-003120,2025-01-05,5037
CL-003121,2025-10-06,8304
CL-003122,2025-07-13,13530
CL-003123,2024-01-15,9523
CL-003124,2025-06-14,7055
CL-003125,2025-01-23,12856
CL-003126,2025-07-17,2043
CL-003127,2024-03-16,5332
CL-003128,2025-11-19,3017
CL-003129,2025-07-18,3636
CL-003130,2024-09-09,13654
CL-003131,2024-09-21,11856
CL-003132,2024-03-06,14677
CL-003133,2025-09-02,4351
CL-003134,2024-08-30,4076
CL-003135,2025-04-11,27814
CL-003136,2025-05-23,13137
CL-003137,2024-11-17,6825
CL-003138,2025-09-18,8712
CL-003139,2025-04-01,9970
CL-003140,2025-01-12,2333
CL-003141,2024-05-09,4895
CL-003142,2025-10-13,2708
CL-003143,2024-11-29,11331
CL-003144,2025-11-23,14252
CL-003145,2025-06-08,6447
CL-003146,2024-02-04,11174
CL-003147,2024-10-26,5649
CL-003148,2025-04-25,13089
CL-003149,2025-12-03,14611
CL-003150,2025-09-02,14387
CL-003151,2025-11-27,4186
CL-003152,2024-08-11,10410
CL-003153,2025-01-09,14094
CL-003154,2025-07-28,9617
CL-003155,2025-01-08,5165
CL-003156,2024-08-12,9705
CL-003157,2025-04-15,5656
CL-003158,2025-01-24,6510
CL-003159,2025-08-04,6599
CL-003160,2025-07-14,3380
CL-003161,2024-02-20,1854
CL-003162,2025-02-20,6314
CL-003163,2025-12-20,6975
CL-003164,2025-08-04,4090
CL-003165,2024-01-16,6966
CL-003166,2024-04-27,42542
CL-003167,2024-11-23,2256
CL-003168,2025-09-17,14859
CL-003169,2025-05-05,14565
CL-003170,2024-12-29,11250
CL-003171,2025-11-27,5459
CL-003172,2025-03-22,3255
CL-003173,2025-10-30,2679
CL-003174,2024-02-28,6023
CL-003175,2025-06-02,7127
CL-003176,2025-09-09,12458
CL-003177,2024-07-07,4735
CL-003178,2024-04-14,43994
CL-003179,2024-05-03,14410
CL-003180,2024-08-26,10297
CL-003181,2024-10-05,10320
CL-003182,2024-12-23,3946
CL-003183,2024-04-06,1313
CL-003184,2025-07-21,6529
CL-003185,2024-03-15,11890
CL-003186,2025-09-13,7839
CL-003187,2025-09-20,12110
CL-003188,2024-03-11,12401
CL-003189,2024-06-11,11190
CL-003190,2025-03-22,2417
CL-003191,2025-12-30,10513
CL-003192,2025-01-18,49640
CL-003193,2025-06-08,4399
CL-003194,2024-08-27,8466
CL-003195,2025-10-05,8048
CL-003196,2024-03-29,11818
CL-003197,2025-07-23,12057
CL-003198,2024-03-10,7387
CL-003199,2024-05-22,55588
CL-003200,2024-09-22,12520
CL-003201,2024-05-31,3061
CL-003202,2025-01-31,12421
CL-003203,2025-12-19,12067
CL-003204,2024-06-15,3571
CL-003205,2025-10-22,2895
CL-003206,2024-07-06,8426
CL-003207,2025-02-20,12945
CL-003208,2025-01-27,2778
CL-003209,2025-03-03,1179
CL-003210,2024-04-07,41115
CL-003211,2024-11-24,4105
CL-003212,2025-03-16,9076
CL-003213,2025-11-30,7199
CL-003214,2025-12-13,13118
CL-003215,2025-05-29,9647
CL-003216,2024-12-13,7824
CL-003217,2024-09-12,2921
CL-003218,2025-06-16,4457
CL-003219,2024-04-27,13714
CL-003220,2024-12-31,8183
CL-003221,2024-05-14,7030
CL-003222,2024-06-21,819
CL-003223,2025-02-26,2073
CL-003224,2025-11-23,29671
CL-003225,2024-11-25,35314
CL-003226,2025-09-29,35588
CL-003227,2025-02-12,41346
CL-003228,2024-05-02,39023
CL-003229,2024-05-14,44686
CL-003230,2025-05-13,1560
CL-003231,2025-06-29,13322
CL-003232,2024-04-10,13132
CL-003233,2024-07-16,10689
CL-003234,2024-04-11,6887
CL-003235,2024-09-21,5772
CL-003236,2025-08-27,8471
CL-003237,2025-04-12,8243
CL-003238,2025-10-15,8308
CL-003239,2025-02-20,8557
CL-003240,2024-02-03,6934
CL-003241,2025-01-13,953
CL-003242,2025-10-31,12109
CL-003243,2025-05-18,9395
CL-003244,2025-01-25,6958
CL-003245,2024-05-23,14762
CL-003246,2025-08-02,55277
CL-003247,2024-02-05,12453
CL-003248,2025-10-18,5780
CL-003249,2024-06-26,4582
CL-003250,2024-09-24,8362
CL-003251,2024-10-19,12265
CL-003252,2025-02-24,6648
CL-003253,2024-08-19,4719
CL-003254,2024-01-15,12334
CL-003255,2025-11-20,1960
CL-003256,2024-05-13,9251
CL-003257,2025-06-29,1653
CL-003258,2024-09-22,3366
CL-003259,2025-12-05,12361
CL-003260,2025-09-25,10096
CL-003261,2024-11-17,1955
CL-003262,2024-07-29,2854
CL-003263,2024-08-13,6006
CL-003264,2025-10-17,1251
CL-003265,2025-03-23,14650
CL-003266,2025-03-10,10550
CL-003267,2025-05-16,54317
CL-003268,2025-10-28,4717
CL-003269,2025-06-02,14279
CL-003270,2025-11-17,10652
CL-003271,2025-03-09,6708
CL-003272,2024-02-19,13100
CL-003273,2024-12-08,4417
CL-003274,2024-04-13,3463
CL-003275,2025-08-04,14649
CL-003276,2025-02-06,2259
CL-003277,2025-05-26,8787
CL-003278,2025-08-07,4897
CL-003279,2024-06-25,9099
CL-003280,2025-08-15,8083
CL-003281,2024-04-08,8407
CL-003282,2024-11-21,8118
CL-003283,2025-09-05,56715
CL-003284,2024-12-21,5829
CL-003285,2025-07-28,55615
CL-003286,2025-02-15,9422
CL-003287,2024-05-27,9510
CL-003288,2025-08-07,1833
CL-003289,2025-02-12,12075
CL-003290,2024-03-15,7023
CL-003291,2024-03-01,13834
CL-003292,2024-01-03,5547
CL-003293,2025-10-02,4387
CL-003294,2024-05-12,9071
CL-003295,2024-12-18,2450
CL-003296,2024-02-25,10545
CL-003297,2025-08-15,11716
CL-003298,2025-03-03,12861
CL-003299,2024-10-05,8824
CL-003300,2024-06-27,25655
CL-003301,2025-09-21,38499
CL-003302,2024-11-19,8965
CL-003303,2024-02-19,9400
CL-003304,2025-03-25,11608
CL-003305,2024-11-09,2419
CL-003306,2025-04-30,9315
CL-003307,2025-06-28,3381
CL-003308,2025-06-14,6354
CL-003309,2024-09-25,30547
CL-003310,2024-11-07,7316
CL-003311,2024-08-01,13175
CL-003312,2025-07-13,12113
CL-003313,2024-12-19,8668
CL-003314,2025-03-11,8290
CL-003315,2025-04-08,11223
CL-003316,2024-10-25,7220
CL-003317,2024-10-27,7520
CL-003318,2024-12-16,14352
CL-003319,2025-06-24,13474
CL-003320,2024-04-07,11663
CL-003321,2025-10-30,12091
CL-003322,2024-02-23,11295
CL-003323,2024-04-21,3337
CL-003324,2024-03-13,11986
CL-003325,2024-03-15,3686
CL-003326,2025-03-20,2292
CL-003327,2025-06-09,58554
CL-003328,2025-11-22,14980
CL-003329,2024-07-09,8944
CL-003330,2024-10-23,8701
CL-003331,2025-04-24,8852
CL-003332,2024-04-08,4468
CL-003333,2024-11-26,1619
CL-003334,2024-07-22,8008
CL-003335,2025-11-19,27002
CL-003336,2025-10-30,3571
CL-003337,2024-08-25,7300
CL-003338,2024-11-08,9941
CL-003339,2025-10-19,40543
CL-003340,2025-10-25,9398
CL-003341,2025-04-19,13819
CL-003342,2025-11-10,2424
CL-003343,2024-04-03,11753
CL-003344,2025-08-15,37677
CL-003345,2024-10-25,2718
CL-003346,2024-10-19,6604
CL-003347,2024-09-06,6276
CL-003348,2025-01-22,12357
CL-003349,2024-03-26,9938
CL-003350,2024-01-21,6229
CL-003351,2024-01-13,10324
CL-003352,2025-07-06,10437
CL-003353,2025-10-09,10625
CL-003354,2024-08-19,51479
CL-003355,2024-11-12,3197
CL-003356,2024-05-25,5677
CL-003357,2024-01-10,13278
CL-003358,2025-04-11,7582
CL-003359,2024-11-14,7885
CL-003360,2025-01-13,13189
CL-003361,2025-02-09,7326
CL-003362,2025-07-10,7703
CL-003363,2025-09-11,8261
CL-003364,2025-09-28,5232
CL-003365,2024-03-29,10111
CL-003366,2025-08-30,12290
CL-003367,2024-04-22,10209
CL-003368,2024-07-20,10883
CL-003369,2025-07-16,2890
CL-003370,2025-06-10,2746
CL-003371,2025-01-11,4159
CL-003372,2024-08-12,2648
CL-003373,2025-05-22,14193
CL-003374,2025-03-10,3593
CL-003375,2024-07-08,9728
CL-003376,2025-01-28,974
CL-003377,2024-10-15,13682
CL-003378,2024-12-21,38655
CL-003379,2024-05-29,14081
CL-003380,2024-04-18,52890
CL-003381,2025-05-22,3018
CL-003382,2024-07-15,6772
CL-003383,2025-09-10,6229
CL-003384,2024-12-02,13999
CL-003385,2025-04-15,5916
CL-003386,2024-08-09,51552
CL-003387,2025-04-23,2573
CL-003388,2024-04-15,2197
CL-003389,2025-09-09,14620
CL-003390,2025-05-04,35503
CL-003391,2025-04-15,2317
CL-003392,2025-11-07,14886
CL-003393,2025-03-04,6585
CL-003394,2024-02-08,12011
CL-003395,2024-09-13,10631
CL-003396,2025-01-28,8895
CL-003397,2024-05-31,2339
CL-003398,2024-04-19,12992
CL-003399,2024-10-26,32962
CL-003400,2025-11-09,6208
CL-003401,2024-02-26,13489
CL-003402,2025-10-03,3659
CL-003403,2025-05-27,12757
CL-003404,2024-03-10,10354
CL-003405,2024-09-10,2661
CL-003406,2025-12-16,1772
CL-003407,2024-11-25,13541
CL-003408,2025-04-27,37595
CL-003409,2024-06-08,14336
CL-003410,2024-11-29,45894
CL-003411,2024-09-04,6516
CL-003412,2025-02-23,13451
CL-003413,2025-08-29,13761
CL-003414,2024-02-28,8916
CL-003415,2024-07-17,9405
CL-003416,2025-06-21,7368
CL-003417,2024-11-11,8519
CL-003418,2025-12-15,12194
CL-003419,2024-11-21,12423
CL-003420,2025-06-27,4741
CL-003421,2024-03-02,1643
CL-003422,2025-04-24,43418
CL-003423,2024-07-07,1825
CL-003424,2024-03-14,11637
CL-003425,2024-03-09,11361
CL-003426,2025-12-06,8962
CL-003427,2024-02-25,9515
CL-003428,2025-08-08,6179
CL-003429,2025-06-27,27277
CL-003430,2025-08-20,7157
CL-003431,2024-03-14,5528
CL-003432,2024-12-04,4469
CL-003433,2025-10-01,10129
CL-003434,2025-09-11,13168
CL-003435,2025-04-18,6209
CL-003436,2025-12-20,3539
CL-003437,2024-11-10,10775
CL-003438,2024-06-06,11883
CL-003439,2024-03-19,11231
CL-003440,2025-02-05,9729
CL-003441,2024-09-20,10218
CL-003442,2025-01-04,34091
CL-003443,2025-05-12,14978
CL-003444,2024-01-15,2015
CL-003445,2025-04-05,4838
CL-003446,2024-08-28,3917
CL-003447,2025-05-14,11701
CL-003448,2024-11-28,3498
CL-003449,2025-02-09,5027
CL-003450,2024-02-27,12377
CL-003451,2024-02-06,12647
CL-003452,2025-08-23,9863
CL-003453,2025-12-08,9639
CL-003454,2024-12-06,4020
CL-003455,2025-07-13,14709
CL-003456,2024-10-16,11885
CL-003457,2024-09-20,14049
CL-003458,2025-01-24,9514
CL-003459,2025-01-26,11512
CL-003460,2025-02-23,12037
CL-003461,2025-01-28,11320
CL-003462,2025-01-22,4724
CL-003463,2024-02-20,38862
CL-003464,2024-04-25,4462
CL-003465,2025-10-17,3111
CL-003466,2025-07-27,8369
CL-003467,2025-05-31,40436
CL-003468,2025-09-12,887
CL-003469,2024-11-01,14968
CL-003470,2024-08-11,9489
CL-003471,2024-05-10,43356
CL-003472,2024-06-02,35115
CL-003473,2025-01-12,9368
CL-003474,2024-06-11,1521
CL-003475,2024-10-10,3834
CL-003476,2024-04-18,8046
CL-003477,2025-05-28,7049
CL-003478,2024-06-10,2597
CL-003479,2025-05-18,10460
CL-003480,2025-11-26,9860
CL-003481,2025-11-18,11841
CL-003482,2025-09-06,5812
CL-003483,2024-08-24,8717
CL-003484,2025-01-11,14276
CL-003485,2024-06-05,8786
CL-003486,2025-02-21,4654
CL-003487,2025-06-05,13080
CL-003488,2024-08-18,10455
CL-003489,2024-06-03,9348
CL-003490,2025-09-22,50992
CL-003491,2024-11-23,3431
CL-003492,2025-06-05,3862
CL-003493,2025-06-23,3449
CL-003494,2024-09-06,10727
CL-003495,2024-05-23,5462
CL-003496,2024-03-26,12499
CL-003497,2025-10-05,10047
